Pass,URL,Title,Length
TRUE,https://dreamtech.com.bd/download.html?view=article&id=148%3Agentlink-g120-thermal-wax-clothing-label-ribbon&catid=2&tmpl=component&print=1&layout=default,Thermal wax clothing label ribbon Available In DreamTech,56
TRUE,https://dreamtech.com.bd/download.html?view=article&id=153%3A110mmx300m%2C-thermal-transfer-ribbon-for-zebra%2Cgodex%2Ctsc&catid=2,"110mmx300m, Thermal Transfer Ribbon for Zebra,Godex,TSC",55
TRUE,https://dreamtech.com.bd/download.html?view=article&id=153%3A110mmx300m%2C-thermal-transfer-ribbon-for-zebra%2Cgodex%2Ctsc&catid=2&tmpl=component&print=1&layout=default,"110mmx300m, Thermal Transfer Ribbon for Zebra,Godex,TSC",55
TRUE,https://dreamtech.com.bd/download.html?view=article&id=155%3Ahigh-quality-2d-1d-barcode-scanner-usb&catid=2,2D Barcode Scanners | Best price in Bangladesh - DT,51
TRUE,https://dreamtech.com.bd/download.html?view=article&id=155%3Ahigh-quality-2d-1d-barcode-scanner-usb&catid=2&tmpl=component&print=1&layout=default,2D Barcode Scanners | Best price in Bangladesh - DT,51
TRUE,https://dreamtech.com.bd/download.html?view=article&id=158%3Axprinter-new-arrived-80mm-auto-cutter-usb&catid=2,Xprinter New arrived 80mm auto cutter - Dream Tech,50
TRUE,https://dreamtech.com.bd/download.html?view=article&id=158%3Axprinter-new-arrived-80mm-auto-cutter-usb&catid=2&tmpl=component&print=1&layout=default,Xprinter New arrived 80mm auto cutter - Dream Tech,50
TRUE,https://dreamtech.com.bd/download.html?view=article&id=163%3Aautomatic-scan-1d-wired-barcode-scanner-barcode-reader&catid=2,Buy USB Automatic Bar code Scanner - Dream Tech,47
TRUE,https://dreamtech.com.bd/download.html?view=article&id=163%3Aautomatic-scan-1d-wired-barcode-scanner-barcode-reader&catid=2&tmpl=component&print=1&layout=default,Buy USB Automatic Bar code Scanner - Dream Tech,47
TRUE,https://dreamtech.com.bd/download.html?view=article&id=176%3Ashopping-mall-clothing-store-thermal-bill-printer&catid=2,shopping mall clothing store Thermal Bill Printer,49
TRUE,https://dreamtech.com.bd/download.html?view=article&id=176%3Ashopping-mall-clothing-store-thermal-bill-printer&catid=2%3Ad-tech,shopping mall clothing store Thermal Bill Printer,49
TRUE,https://dreamtech.com.bd/download.html?view=article&id=176%3Ashopping-mall-clothing-store-thermal-bill-printer&catid=2&tmpl=component&print=1&layout=default,shopping mall clothing store Thermal Bill Printer,49
TRUE,https://dreamtech.com.bd/download.html?view=article&id=180%3Athermal-printer-sticker-shipping-thermal-label&catid=2,Direct Thermal Labels at Best Price in Dhaka,44
TRUE,https://dreamtech.com.bd/download.html?view=article&id=180%3Athermal-printer-sticker-shipping-thermal-label&catid=2&tmpl=component&print=1&layout=default,Direct Thermal Labels at Best Price in Dhaka,44
TRUE,https://dreamtech.com.bd/download.html?view=article&id=184%3Ahigh-quality-zebra-e5095-resin-ribbon&catid=2,Thermal Ribbon Supplier in Dhaka | Dream Tech,45
